,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalGasto,Churn
154,Masculino,0,Sim,Sim,72,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,75.4,5480.25,Nao
155,Masculino,0,Sim,Sim,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,25.0,1738.9,Nao
156,Masculino,0,Sim,Nao,70,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,114.3,8244.3,Nao
157,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.65,19.65,Sim
158,Masculino,0,Sim,Nao,23,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,84.25,1968.1,Nao
159,Feminino,0,Nao,Nao,8,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,74.6,548.9,Nao
160,Masculino,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,46.0,84.5,Sim
161,Feminino,0,Sim,Sim,26,Nao,SemTelefone,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,CartaoCredito,38.85,1025.15,Nao
162,Masculino,0,Nao,Sim,52,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,19.65,928.4,Nao
163,Feminino,0,Sim,Sim,23,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,2 anos,Nao,BoletoImpresso,34.6,813.45,Nao
164,Feminino,0,Nao,Nao,15,Sim,Nao,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,99.1,1426.4,Sim
165,Masculino,0,Sim,Nao,40,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,50.15,2058.5,Nao
166,Masculino,0,Nao,Nao,27,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,BoletoEletronico,59.45,1611.65,Nao
167,Feminino,0,Sim,Nao,37,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,19.5,805.2,Nao
168,Masculino,0,Nao,Nao,45,Sim,Nao,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Nao,CartaoCredito,112.2,5031.85,Nao
169,Feminino,0,Sim,Nao,5,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,69.95,330.15,Sim
170,Feminino,0,Sim,Nao,71,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,23.85,1672.1,Nao
171,Masculino,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,54.3,195.3,Sim
172,Feminino,0,Sim,Sim,38,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,20.2,746.05,Nao
173,Masculino,0,Nao,Sim,3,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,55.9,157.55,Nao
174,Masculino,0,Nao,Nao,17,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.15,343.45,Nao
175,Masculino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,90.15,6237.05,Nao
176,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,44.9,44.9,Nao
177,Feminino,0,Sim,Sim,71,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Nao,2 anos,Nao,DebitoAutomatico,100.5,7030.65,Nao
178,Masculino,0,Nao,Nao,37,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,91.15,3369.25,Nao
179,Masculino,0,Sim,Nao,64,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Sim,Anual,Sim,BoletoImpresso,70.15,4480.7,Nao
180,Feminino,1,Sim,Nao,37,Sim,Nao,Fibra,Nao,Nao,Sim,Sim,Sim,Nao,Mensal,Nao,BoletoEletronico,90.0,3371.75,Nao
181,Masculino,0,Sim,Sim,65,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,108.65,6937.95,Sim
182,Feminino,0,Nao,Sim,23,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Anual,Sim,BoletoEletronico,49.45,1119.35,Nao
183,Feminino,0,Sim,Nao,22,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,79.2,1742.75,Sim
184,Feminino,1,Sim,Nao,26,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Sim,Anual,Nao,BoletoImpresso,60.7,1597.4,Nao
185,Feminino,0,Nao,Nao,25,Sim,Nao,Fibra,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,79.85,2015.35,Sim
186,Feminino,0,Sim,Nao,60,Sim,Nao,Fibra,Sim,Nao,Nao,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,97.2,5611.75,Nao
187,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,95.6,95.6,Sim
188,Feminino,0,Sim,Nao,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,89.3,6388.65,Nao
189,Feminino,1,Nao,Nao,27,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,85.25,2287.25,Sim
190,Feminino,0,Nao,Nao,3,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,89.45,240.45,Sim
191,Masculino,0,Sim,Sim,58,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Nao,Anual,Sim,CartaoCredito,94.7,5430.35,Nao
192,Feminino,0,Nao,Nao,14,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,75.35,1025.95,Sim
193,Masculino,0,Sim,Sim,71,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Sim,2 anos,Sim,CartaoCredito,70.85,4973.4,Nao
194,Feminino,0,Sim,Sim,2,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,DebitoAutomatico,29.05,44.75,Nao
195,Feminino,0,Nao,Nao,40,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,20.6,827.3,Nao
196,Masculino,0,Sim,Sim,68,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,25.4,1620.2,Nao
197,Feminino,1,Nao,Nao,57,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Nao,Sim,2 anos,Nao,CartaoCredito,101.3,5779.6,Nao
198,Feminino,0,Nao,Nao,45,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,87.25,3941.7,Sim
199,Masculino,0,Sim,Sim,70,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,116.55,8152.3,Nao
200,Masculino,0,Sim,Nao,68,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,107.7,7320.9,Nao
201,Feminino,0,Sim,Nao,52,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,CartaoCredito,102.7,5138.1,Nao
202,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoEletronico,115.15,8349.7,Nao
203,Masculino,1,Nao,Nao,24,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,76.1,1712.7,Sim
204,Masculino,0,Sim,Sim,67,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,2 anos,Sim,DebitoAutomatico,60.4,3953.7,Nao
205,Feminino,0,Nao,Nao,68,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,64.35,4539.6,Nao
206,Masculino,0,Sim,Sim,23,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.6,426.65,Nao
207,Masculino,0,Sim,Nao,71,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Sim,Sim,2 anos,Nao,BoletoEletronico,49.35,3515.25,Sim
208,Feminino,0,Nao,Nao,1,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,24.4,24.4,Nao
209,Feminino,0,Sim,Sim,71,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.5,1500.95,Nao
210,Masculino,1,Sim,Nao,69,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Sim,BoletoImpresso,110.55,7610.1,Nao
211,Feminino,1,Sim,Nao,40,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Anual,Sim,CartaoCredito,99.2,4062.2,Sim
212,Feminino,1,Nao,Nao,18,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,84.95,1443.65,Nao
213,Masculino,0,Nao,Nao,22,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,94.65,2104.55,Sim
214,Masculino,0,Sim,Sim,69,Nao,SemTelefone,DSL,Sim,Nao,Sim,Sim,Nao,Nao,2 anos,Nao,BoletoImpresso,39.1,2779.5,Nao
215,Feminino,1,Nao,Nao,62,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Anual,Nao,BoletoEletronico,84.45,4959.15,Nao
216,Feminino,0,Nao,Nao,56,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.7,1051.9,Nao
217,Feminino,0,Nao,Nao,7,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.9,173.15,Nao
218,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,18.9,18.9,Nao
219,Masculino,0,Sim,Sim,6,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.55,122.9,Nao
220,Masculino,0,Nao,Nao,2,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,85.65,181.5,Sim
221,Masculino,1,Sim,Nao,16,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,54.55,825.1,Nao
222,Masculino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.85,51.6,Nao
223,Feminino,0,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,86.4,6058.95,Nao
224,Feminino,0,Sim,Sim,7,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,BoletoImpresso,34.65,246.6,Nao
225,Feminino,0,Sim,Sim,19,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,24.85,434.8,Nao
226,Feminino,0,Sim,Nao,14,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,78.1,1122.4,Nao
227,Masculino,0,Nao,Nao,64,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Anual,Sim,CartaoCredito,105.65,6903.1,Sim
228,Feminino,0,Nao,Nao,25,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Mensal,Sim,DebitoAutomatico,78.35,1837.9,Nao
229,Masculino,0,Sim,Sim,70,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,85.95,5931.75,Nao
230,Masculino,0,Nao,Nao,66,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.35,1240.8,Nao
231,Masculino,0,Nao,Sim,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,71.65,71.65,Sim
232,Feminino,0,Sim,Nao,53,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Nao,Sim,Anual,Sim,BoletoEletronico,91.15,4862.5,Nao
233,Feminino,0,Nao,Nao,6,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,56.25,389.1,Sim
234,Feminino,0,Nao,Nao,59,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,2 anos,Nao,BoletoEletronico,95.8,5655.45,Nao
235,Masculino,0,Nao,Nao,31,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,78.45,2435.15,Sim
236,Masculino,0,Nao,Nao,3,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.4,229.55,Sim
237,Feminino,0,Nao,Sim,15,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,69.0,994.8,Sim
238,Masculino,0,Nao,Nao,48,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,106.1,5082.8,Sim
239,Masculino,0,Sim,Sim,2,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,56.7,113.55,Sim
240,Masculino,1,Sim,Nao,70,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,102.95,7101.5,Sim
241,Feminino,0,Nao,Nao,2,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,91.4,193.6,Sim
242,Masculino,0,Sim,Nao,47,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCredito,110.85,5275.8,Sim
243,Feminino,0,Nao,Sim,24,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,21.05,531.55,Nao
244,Masculino,0,Sim,Nao,31,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,93.8,2939.8,Nao
245,Feminino,0,Nao,Nao,54,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Nao,BoletoEletronico,111.1,6014.85,Sim
246,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,BoletoImpresso,55.05,55.05,Nao
247,Feminino,0,Sim,Sim,12,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Anual,Nao,CartaoCredito,33.15,444.75,Nao
248,Feminino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,18.75,53.15,Nao
249,Masculino,0,Sim,Nao,48,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Nao,Sim,Anual,Sim,CartaoCredito,70.55,3420.5,Nao
250,Feminino,1,Sim,Nao,1,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.45,74.45,Sim
251,Masculino,0,Sim,Nao,71,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,2 anos,Nao,DebitoAutomatico,65.15,4681.75,Nao
252,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,19.85,19.85,Sim
253,Masculino,0,Nao,Sim,56,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,24.8,1424.2,Nao
254,Masculino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.05,33.7,Nao
255,Feminino,1,Sim,Nao,66,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,80.55,5265.1,Sim
256,Masculino,0,Sim,Sim,50,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoImpresso,20.35,938.95,Nao
257,Feminino,1,Nao,Nao,63,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,89.6,5538.8,Nao
258,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,45.05,45.05,Sim
259,Feminino,0,Nao,Nao,6,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Sim,Sim,Anual,Sim,BoletoImpresso,49.25,255.6,Nao
260,Feminino,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,50.55,244.75,Nao
261,Feminino,0,Sim,Sim,35,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Mensal,Nao,BoletoEletronico,72.25,2568.55,Sim
262,Feminino,0,Nao,Nao,71,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,118.65,8477.6,Nao
263,Feminino,0,Nao,Nao,42,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Sim,2 anos,Nao,CartaoCredito,66.5,2762.75,Nao
264,Feminino,0,Sim,Nao,64,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.45,1208.6,Nao
265,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,49.8,49.8,Nao
266,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,69.85,69.85,Sim
267,Masculino,0,Sim,Nao,69,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Nao,Sim,Anual,Sim,CartaoCredito,107.2,7317.1,Nao
268,Masculino,0,Sim,Nao,33,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,93.35,3092,Nao
269,Feminino,0,Sim,Sim,20,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoEletronico,20.0,417.65,Nao
270,Masculino,0,Sim,Sim,13,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,24.5,343.6,Nao
271,Feminino,0,Nao,Nao,28,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,56.05,1522.65,Nao
272,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,2 anos,Nao,DebitoAutomatico,80.85,5824.75,Nao
273,Masculino,0,Nao,Nao,9,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.5,597.9,Nao
274,Feminino,0,Nao,Nao,72,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,107.5,7853.7,Nao
275,Feminino,1,Nao,Nao,52,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Nao,Nao,2 anos,Nao,DebitoAutomatico,59.85,3103.25,Nao
276,Feminino,0,Sim,Nao,34,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,DebitoAutomatico,60.85,2003.6,Nao
277,Masculino,0,Sim,Sim,71,Sim,Nao,Fibra,Sim,Sim,Sim,Sim,Sim,Nao,2 anos,Nao,CartaoCredito,100.2,7209,Nao
278,Feminino,0,Nao,Nao,6,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.65,116.85,Nao
279,Feminino,0,Sim,Nao,31,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Anual,Sim,BoletoEletronico,64.0,1910.75,Nao
280,Feminino,1,Sim,Nao,1,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,90.6,90.6,Sim
281,Feminino,0,Sim,Sim,49,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,25.25,1211.65,Nao
282,Feminino,0,Nao,Nao,27,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,20.25,538.2,Nao
283,Feminino,0,Sim,Nao,53,Sim,Nao,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,93.45,4872.2,Nao
284,Feminino,1,Sim,Nao,35,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Sim,Nao,Mensal,Sim,DebitoAutomatico,100.5,3653.35,Sim
285,Masculino,0,Nao,Nao,2,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Nao,BoletoEletronico,95.65,167.3,Sim
286,Feminino,0,Sim,Nao,46,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,43.95,2007.85,Nao
287,Feminino,0,Nao,Nao,35,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,19.25,617.65,Nao
288,Masculino,0,Nao,Nao,9,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,73.8,704.3,Nao
289,Masculino,0,Nao,Nao,64,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,104.4,6692.65,Nao
290,Feminino,0,Nao,Nao,13,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,79.25,1111.65,Sim
291,Feminino,0,Nao,Nao,55,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,81.55,4509.5,Nao
292,Feminino,0,Sim,Sim,51,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,93.8,4539.35,Nao
293,Feminino,0,Sim,Sim,5,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,24.3,132.25,Nao
294,Masculino,0,Sim,Sim,20,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.45,1470.95,Sim
295,Feminino,0,Sim,Sim,23,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,25.6,514.75,Nao
296,Masculino,1,Sim,Sim,61,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Anual,Nao,BoletoEletronico,99.0,5969.3,Nao
297,Feminino,0,Sim,Sim,54,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Sim,2 anos,Nao,DebitoAutomatico,69.95,3871.85,Nao
298,Masculino,0,Nao,Nao,15,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,76.0,1130.85,Sim
299,Feminino,0,Sim,Sim,64,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,24.9,1595.5,Nao
300,Feminino,0,Nao,Sim,18,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,64.8,1166.7,Nao
301,Masculino,0,Nao,Nao,52,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,103.05,5364.8,Nao
302,Masculino,0,Nao,Nao,17,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoImpresso,20.1,279.5,Nao
303,Feminino,0,Sim,Sim,27,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.9,550.1,Nao
304,Feminino,0,Sim,Nao,58,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,110.65,6526.65,Nao
305,Feminino,0,Sim,Sim,68,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,109.05,7508.55,Nao
306,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoEletronico,19.2,19.2,Nao
307,Feminino,0,Sim,Nao,55,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Anual,Sim,CartaoCredito,66.05,3462.1,Nao
308,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,45.3,45.3,Nao
